referencia,descricao,gaveta,dataRetirada,horaRetirada,dataDevolucao,horaDevolucao,usuario,setor
44801101,Adaptador 1/4 para 3/8,8,12/06/2023,9:26,12/06/2023,9:26,Administrador,Admin
44052906,Chave de fenda ponta cruzada 3mm,2,12/06/2023,9:28,12/06/2023,9:28,Administrador,Admin
44052901,Chave de fenda ponta trafix 8mm,2,12/06/2023,9:28,12/06/2023,9:28,Administrador,Admin
44052905,Chave de fenda ponta cruzada 2.5mm,2,12/06/2023,9:28,12/06/2023,9:28,Administrador,Admin
44670107,Chave combinada 11/16,2,12/06/2023,9:28,12/06/2023,9:28,Administrador,Admin
44052904,Chave de fenda ponta chata 3mm,2,12/06/2023,9:28,12/06/2023,9:28,Administrador,Admin
44052902,Chave de fenda ponta trafix 10mm,2,12/06/2023,9:28,12/06/2023,9:28,Administrador,Admin
44052903,"Chave de fenda ponta chata 2,5mm",2,12/06/2023,9:28,12/06/2023,9:28,Administrador,Admin
44004181,Alicate curvo 8,1,12/06/2023,10:50,12/06/2023,10:52,Administrador,Admin
44003106,Alicate diagonal 6,1,12/06/2023,11:05,12/06/2023,11:05,Administrador,Admin
44670105,Chave combinada 9/16,1,12/06/2023,11:05,12/06/2023,11:06,Administrador,Admin
44670104,Chave combinada 1/2,1,12/06/2023,11:05,12/06/2023,11:06,Administrador,Admin
44670102,Chave combinada 3/8,1,12/06/2023,11:05,12/06/2023,11:06,Administrador,Admin
44004181,Alicate curvo 8,1,12/06/2023,11:05,12/06/2023,11:06,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,1,12/06/2023,11:06,12/06/2023,11:06,Administrador,Admin
44004181,Alicate curvo 8,1,12/06/2023,11:06,12/06/2023,11:07,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,1,12/06/2023,11:46,12/06/2023,11:49,Marcelo,Tramontina 
44002126,Alicate diagonal corte rente p/ plastico 6,1,12/06/2023,11:49,12/06/2023,11:49,Marcelo,Tramontina 
44004181,Alicate curvo 8,1,12/06/2023,11:46,12/06/2023,11:49,Marcelo,Tramontina 
44003106,Alicate diagonal 6,1,12/06/2023,11:46,12/06/2023,12:07,Marcelo,Tramontina 
44060101,Alicate para arame de segurança 9,2,12/06/2023,11:52,12/06/2023,12:12,Administrador,Admin
44670102,Chave combinada 3/8,1,12/06/2023,13:10,12/06/2023,13:11,Administrador,Admin
44060101,Alicate para arame de segurança 9,1,13/06/2023,10:32,13/06/2023,10:35,Administrador,Admin
44222008,Alicate universal CuBe 8,6,13/06/2023,10:33,13/06/2023,10:35,Marcelo,Tramontina 
44009107,Alicate para anéis internos curvo 7,3,13/06/2023,10:48,13/06/2023,10:49,Administrador,Admin
44004181,Alicate curvo 8,1,13/06/2023,10:49,13/06/2023,10:50,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,3,13/06/2023,10:49,13/06/2023,10:59,Administrador,Admin
44004183,Alicate meia cana reto dupla injeção,3,13/06/2023,10:49,13/06/2023,10:59,Administrador,Admin
44008107,Alicate para anéis internos reto 7,3,13/06/2023,10:49,13/06/2023,10:59,Administrador,Admin
44641103,Chave catraca 9/16x5/8 - 11/16x3/4,1,13/06/2023,11:13,13/06/2023,11:14,Administrador,Admin
44060101,Alicate para arame de segurança 9,1,13/06/2023,11:14,13/06/2023,11:18,Administrador,Admin
44641101,Chave catraca 5/16x3/8 - 7/16x1/2,6,13/06/2023,11:20,13/06/2023,11:21,Administrador,Admin
44225006,Alicate meia cana CuBe 6,6,13/06/2023,11:20,13/06/2023,11:21,Administrador,Admin
44670111,Chave combinada 7/8,1,14/06/2023,10:32,14/06/2023,10:34,Administrador,Admin
44670107,Chave combinada 11/16,1,14/06/2023,10:32,14/06/2023,10:34,Administrador,Admin
44670104,Chave combinada 1/2,1,14/06/2023,10:32,14/06/2023,10:34,Administrador,Admin
44670102,Chave combinada 3/8,1,14/06/2023,10:32,14/06/2023,10:34,Administrador,Admin
44670105,Chave combinada 9/16,1,14/06/2023,10:32,14/06/2023,10:34,Administrador,Admin
44641103,Chave catraca 9/16x5/8 - 11/16x3/4,1,14/06/2023,10:34,14/06/2023,10:48,Administrador,Admin
44060101,Alicate para arame de segurança 9,1,14/06/2023,10:26,14/06/2023,10:48,Marcelo,Tramontina 
44804104,Extensão 1/4 4,1,14/06/2023,10:48,14/06/2023,10:48,Administrador,Admin
44810109,Soquete estriado 1/4 - 1/2,1,14/06/2023,10:49,14/06/2023,10:49,Administrador,Admin
44641103,Chave catraca 9/16x5/8 - 11/16x3/4,1,14/06/2023,11:02,14/06/2023,11:09,Marcelo,Tramontina 
44670111,Chave combinada 7/8,1,14/06/2023,11:02,14/06/2023,11:09,Marcelo,Tramontina 
44004181,Alicate curvo 8,8,14/06/2023,11:03,14/06/2023,11:10,Marcelo,Tramontina 
43158305,Trena profissional 5M,8,14/06/2023,11:11,14/06/2023,11:17,Administrador,Admin
44804100,Catraca 1/4 6,3,14/06/2023,11:20,14/06/2023,11:21,Tsuyoshi,Helibras
44204006,Chave fixa CuBe 13/16x7/8,7,14/06/2023,10:25,14/06/2023,11:25,Administrador,Admin
44204006,Chave fixa CuBe 13/16x7/8,7,14/06/2023,10:25,14/06/2023,11:25,Administrador,Admin
44670100,Chave combinada 1/4,3,15/06/2023,21:23,15/06/2023,21:24,Administrador,Admin
44011107,Alicate para anéis externos curvo 7,3,15/06/2023,21:23,15/06/2023,21:24,Administrador,Admin
44060101,Alicate para arame de segurança 9,1,15/06/2023,21:21,15/06/2023,21:24,Administrador,Admin
44801101,Adaptador 1/4 para 3/8,8,15/06/2023,21:22,15/06/2023,21:24,Administrador,Admin
44808103,Soquete sextavado longo 1/4 - 1/4,8,15/06/2023,21:22,15/06/2023,21:24,Administrador,Admin
44003106,Alicate diagonal 6,1,16/06/2023,16:50,16/06/2023,16:51,Administrador,Admin
44670105,Chave combinada 9/16,1,16/06/2023,16:52,16/06/2023,16:52,Administrador,Admin
44670104,Chave combinada 1/2,1,16/06/2023,16:52,16/06/2023,16:52,Administrador,Admin
44670102,Chave combinada 3/8,1,16/06/2023,16:52,16/06/2023,16:52,Administrador,Admin
44003106,Alicate diagonal 6,1,16/06/2023,16:52,16/06/2023,16:52,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,2,16/06/2023,16:50,16/06/2023,16:53,Administrador,Admin
44003106,Alicate diagonal 6,1,20/06/2023,11:34,20/06/2023,11:34,Administrador,Admin
44804104,Extensão 1/4 4,1,20/06/2023,11:34,20/06/2023,11:41,Administrador,Admin
44130030,Chave de fenda ponta chata 6x100 - 1/4x4,1,20/06/2023,11:34,20/06/2023,11:41,Administrador,Admin
44130030,Chave de fenda ponta chata 6x100 - 1/4x4,1,20/06/2023,11:34,20/06/2023,11:41,Administrador,Admin
44135021,Chave de fenda ponta cruzada 5x100 - 3/16x4,1,20/06/2023,11:34,20/06/2023,11:41,Administrador,Admin
44135031,Chave de fenda ponta cruzada 6x150 - 1/4x6,1,20/06/2023,11:34,20/06/2023,11:41,Administrador,Admin
44641103,Chave catraca 9/16x5/8 - 11/16x3/4,1,20/06/2023,11:33,20/06/2023,11:42,Administrador,Admin
44002126,Alicate diagonal corte rente p/ plastico 6,1,20/06/2023,11:41,20/06/2023,11:42,Administrador,Admin
44060101,Alicate para arame de segurança 9,1,20/06/2023,11:33,20/06/2023,11:42,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,1,20/06/2023,11:33,20/06/2023,11:42,Administrador,Admin
44009107,Alicate para anéis internos curvo 7,3,20/06/2023,17:01,20/06/2023,17:01,Administrador,Admin
44060101,Alicate para arame de segurança 9,1,20/06/2023,17:05,20/06/2023,17:08,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,1,20/06/2023,17:00,20/06/2023,17:08,Administrador,Admin
44804104,Extensão 1/4 4,1,20/06/2023,17:05,20/06/2023,17:08,Administrador,Admin
44808108,Soquete sextavado longo 1/4 - 7/16,1,20/06/2023,17:05,20/06/2023,17:08,Administrador,Admin
44810109,Soquete estriado 1/4 - 1/2,1,20/06/2023,17:00,20/06/2023,17:08,Administrador,Admin
44804100,Catraca 1/4 6,1,20/06/2023,17:06,20/06/2023,17:08,Administrador,Admin
44135031,Chave de fenda ponta cruzada 6x150 - 1/4x6,1,20/06/2023,17:05,20/06/2023,17:08,Administrador,Admin
44670105,Chave combinada 9/16,1,22/06/2023,12:10,22/06/2023,12:29,Administrador,Admin
44827104,Adaptador 3/8 para 1/4,2,22/06/2023,12:11,22/06/2023,12:29,Administrador,Admin
44812107,Soquete ponta hexagonal 3/8 7mm,2,22/06/2023,12:11,22/06/2023,12:29,Administrador,Admin
44052903,"Chave de fenda ponta chata 2,5mm",2,22/06/2023,12:11,22/06/2023,12:29,Administrador,Admin
44806105,Soquete sextavado 1/4 - 5/16,3,22/06/2023,12:11,22/06/2023,12:30,Administrador,Admin
44670105,Chave combinada 9/16,3,22/06/2023,12:11,22/06/2023,12:30,Administrador,Admin
44670100,Chave combinada 1/4,3,22/06/2023,12:11,22/06/2023,12:30,Administrador,Admin
44670105,Chave combinada 9/16,3,22/06/2023,12:11,22/06/2023,12:30,Administrador,Admin
40670032,Martelo de borda TPU 30mm,3,22/06/2023,12:11,22/06/2023,12:30,Administrador,Admin
44804100,Catraca 1/4 6,4,22/06/2023,12:12,22/06/2023,12:30,Administrador,Admin
44826108,Catraca 3/8 8,4,22/06/2023,12:12,22/06/2023,12:30,Administrador,Admin
44808107,Soquete sextavado longo 1/4 - 3/8,4,22/06/2023,12:12,22/06/2023,12:30,Administrador,Admin
44641101,Chave catraca 5/16x3/8 - 7/16x1/2,5,22/06/2023,12:12,22/06/2023,12:30,Administrador,Admin
25926160,"Tesoura para costura 25,4cm 25926/160",5,22/06/2023,12:12,22/06/2023,12:30,Administrador,Admin
44827104,Adaptador 3/8 para 1/4,6,22/06/2023,12:13,22/06/2023,12:30,Administrador,Admin
44869109,Soquete estriado longo 3/8 - 7/8,6,22/06/2023,12:13,22/06/2023,12:30,Administrador,Admin
44804100,Catraca 1/4 6,6,22/06/2023,12:13,22/06/2023,12:30,Administrador,Admin
44135020,Chave fenda ponta cruzada 5x75 - 3/16x3,6,22/06/2023,12:13,22/06/2023,12:30,Administrador,Admin
44229031,Chave fenda ponta cruzada CuBe Nr. 2,6,22/06/2023,12:13,22/06/2023,12:30,Administrador,Admin
44641101,Chave catraca 5/16x3/8 - 7/16x1/2,6,22/06/2023,12:13,22/06/2023,12:30,Administrador,Admin
44670100,Chave combinada 1/4,7,22/06/2023,12:09,22/06/2023,12:30,Administrador,Admin
44201003,Chave combinada CuBe 7/16,7,22/06/2023,12:09,22/06/2023,12:30,Administrador,Admin
44201005,Chave combinada CuBe 9/16,7,22/06/2023,12:09,22/06/2023,12:30,Administrador,Admin
44201004,Chave combinada CuBe 1/2,7,22/06/2023,12:09,22/06/2023,12:30,Administrador,Admin
44670104,Chave combinada 1/2,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44641101,Chave catraca 5/16x3/8 - 7/16x1/2,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44804100,Catraca 1/4 6,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44808108,Soquete sextavado longo 1/4 - 7/16,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44060101,Alicate para arame de segurança 9,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44003106,Alicate diagonal 6,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44804104,Extensão 1/4 4,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44004181,Alicate curvo 8,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44827104,Adaptador 3/8 para 1/4,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44641103,Chave catraca 9/16x5/8 - 11/16x3/4,8,22/06/2023,12:16,22/06/2023,12:30,Administrador,Admin
44003106,Alicate diagonal 6,1,04/07/2023,13:53,04/07/2023,13:54,Administrador,Admin
44810109,Soquete estriado 1/4 - 1/2,1,04/07/2023,13:53,04/07/2023,13:54,Administrador,Admin
44052901,Chave de fenda ponta trafix 8mm,2,04/07/2023,13:54,04/07/2023,13:54,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,3,04/07/2023,13:54,04/07/2023,13:54,Administrador,Admin
44806105,Soquete sextavado 1/4 - 5/16,3,04/07/2023,13:54,04/07/2023,13:54,Administrador,Admin
44130030,Chave de fenda ponta chata 6x100 -1/4x4,5,04/07/2023,13:55,04/07/2023,13:55,Administrador,Admin
44229010,Chave fenda ponta cruzada CuBe Nr. 0,6,04/07/2023,13:55,04/07/2023,13:56,Administrador,Admin
44808103,Soquete sextavado longo 1/4 - 1/4,4,05/07/2023,13:16,05/07/2023,13:16,Administrador,Admin
44003106,Alicate diagonal 6,4,05/07/2023,13:16,05/07/2023,13:16,Administrador,Admin
44808105,Soquete sextavado longo 1/4 - 5/16,4,05/07/2023,13:16,05/07/2023,13:16,Administrador,Admin
44060101,Alicate para arame de segurança 9,4,05/07/2023,13:16,05/07/2023,13:17,Administrador,Admin
44004181,Alicate meia cana curvo dupla injeção,4,05/07/2023,13:16,05/07/2023,13:17,Administrador,Admin
44806105,Soquete sextavado 1/4 - 5/16,1,05/07/2023,13:18,05/07/2023,13:19,Tramontina Pro,Tramontina
44806103,Soquete sextavado 1/4 - 1/4,1,05/07/2023,13:18,05/07/2023,13:19,Tramontina Pro,Tramontina
44003106,Alicate diagonal 6,1,05/07/2023,13:18,05/07/2023,13:19,Tramontina Pro,Tramontina
44204005,Chave fixa CuBe 11/16x3/4,7,05/07/2023,13:17,05/07/2023,13:19,Tramontina Pro,Tramontina
44204004,Chave fixa CuBe 9/16x5/8,7,05/07/2023,13:17,05/07/2023,13:19,Tramontina Pro,Tramontina
44060101,Alicate para arame de segurança 9,2,10/07/2023,15:30,-,-,Administrador,Admin
44812103,Soquete ponta hexagonal 3/8 3mm,2,10/07/2023,15:30,10/07/2023,15:30,Administrador,Admin
44003106,Alicate diagonal 6,2,11/07/2023,10:56,-,-,Administrador,Admin
44132001,Chave toco ponta chata 5x38 - 3/16x1.1/2,2,11/07/2023,10:56,-,-,Administrador,Admin
44827104,Adaptador 3/8 para 1/4,2,11/07/2023,10:56,-,-,Administrador,Admin
44801101,Adaptador 1/4 para 3/8,2,11/07/2023,10:56,-,-,Administrador,Admin
44812108,Soquete ponta hexagonal 3/8 8mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44812107,Soquete ponta hexagonal 3/8 7mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44812106,Soquete ponta hexagonal 3/8 6mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44052904,Chave de fenda ponta chata 3mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44052902,Chave de fenda ponta trafix 10mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44052901,Chave de fenda ponta trafix 8mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44052905,Chave de fenda ponta cruzada 2.5mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44670107,Chave combinada 11/16,2,11/07/2023,10:56,-,-,Administrador,Admin
44670104,Chave combinada 1/2,2,11/07/2023,10:56,-,-,Administrador,Admin
44670102,Chave combinada 3/8,2,11/07/2023,10:56,-,-,Administrador,Admin
44812105,Soquete ponta hexagonal 3/8 5mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44812104,Soquete ponta hexagonal 3/8 4mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44052903,"Chave de fenda ponta chata 2,5mm",2,11/07/2023,10:56,-,-,Administrador,Admin
44812103,Soquete ponta hexagonal 3/8 3mm,2,11/07/2023,10:56,-,-,Administrador,Admin
44808108,Soquete sextavado longo 1/4 - 7/16,2,11/07/2023,10:56,-,-,Administrador,Admin
44808105,Soquete sextavado longo 1/4 - 5/16,2,11/07/2023,10:56,-,-,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,2,11/07/2023,10:56,-,-,Administrador,Admin
44670100,Chave combinada 1/4,2,11/07/2023,10:56,-,-,Administrador,Admin
44004181,Alicate curvo 8,2,11/07/2023,10:56,-,-,Administrador,Admin
44804100,Catraca 1/4 6,2,11/07/2023,10:56,-,-,Administrador,Admin
44826108,Catraca 3/8 8,2,11/07/2023,10:56,-,-,Administrador,Admin
44670103,Chave combinada 7/16,7,11/07/2023,10:59,-,-,Administrador,Admin
44670105,Chave combinada 9/16,7,11/07/2023,10:59,-,-,Administrador,Admin
44670100,Chave combinada 1/4,7,11/07/2023,10:59,-,-,Administrador,Admin
44204008,Chave fixa CuBe 1x1.1/8,7,11/07/2023,10:59,-,-,Administrador,Admin
44204006,Chave fixa CuBe 13/16x7/8,7,11/07/2023,10:59,-,-,Administrador,Admin
44204006,Chave fixa CuBe 13/16x7/8,7,11/07/2023,10:59,-,-,Administrador,Admin
44670107,Chave combinada 11/16,7,11/07/2023,10:59,-,-,Administrador,Admin
44670106,Chave combinada 5/8,7,11/07/2023,10:59,-,-,Administrador,Admin
44201003,Chave combinada CuBe 7/16,7,11/07/2023,10:59,-,-,Administrador,Admin
44201005,Chave combinada CuBe 9/16,7,11/07/2023,10:59,-,-,Administrador,Admin
44201004,Chave combinada CuBe 1/2,7,11/07/2023,10:59,-,-,Administrador,Admin
44201007,Chave combinada CuBe 5/8,7,11/07/2023,10:59,-,-,Administrador,Admin
44204004,Chave fixa CuBe 9/16x5/8,7,11/07/2023,10:59,-,-,Administrador,Admin
44201000,Chave combinada CuBe 1/4,7,11/07/2023,10:59,-,-,Administrador,Admin
44670104,Chave combinada 1/2,7,11/07/2023,10:59,-,-,Administrador,Admin
44204005,Chave fixa CuBe 11/16x3/4,7,11/07/2023,10:59,-,-,Administrador,Admin
44201008,Chave combinada CuBe 11/16,7,11/07/2023,10:59,-,-,Administrador,Admin
44060101,Alicate para arame de segurança 9,8,11/07/2023,11:00,-,-,Administrador,Admin
44801101,Adaptador 1/4 para 3/8,8,11/07/2023,11:00,-,-,Administrador,Admin
44827104,Adaptador 3/8 para 1/4,8,11/07/2023,11:00,-,-,Administrador,Admin
44808108,Soquete sextavado longo 1/4 - 7/16,8,11/07/2023,11:00,-,-,Administrador,Admin
44808103,Soquete sextavado longo 1/4 - 1/4,8,11/07/2023,11:00,-,-,Administrador,Admin
44804100,Catraca 1/4 6,8,11/07/2023,11:00,-,-,Administrador,Admin
44804104,Extensão 1/4 4,8,11/07/2023,11:00,-,-,Administrador,Admin
44670104,Chave combinada 1/2,8,11/07/2023,11:00,-,-,Administrador,Admin
44641101,Chave catraca 5/16x3/8 - 7/16x1/2,8,11/07/2023,11:00,-,-,Administrador,Admin
44641103,Chave catraca 9/16x5/8 - 11/16x3/4,8,11/07/2023,11:00,-,-,Administrador,Admin
44004181,Alicate curvo 8,8,11/07/2023,11:00,-,-,Administrador,Admin
44003106,Alicate diagonal 6,8,11/07/2023,11:00,-,-,Administrador,Admin
43158305,Trena profissional 5M,8,11/07/2023,11:00,-,-,Administrador,Admin
44641103,Chave catraca 9/16x5/8 - 11/16x3/4,1,11/07/2023,11:01,-,-,Administrador,Admin
44670113,Chave combinada 1,1,11/07/2023,11:01,-,-,Administrador,Admin
44670111,Chave combinada 7/8,1,11/07/2023,11:01,-,-,Administrador,Admin
44670107,Chave combinada 11/16,1,11/07/2023,11:01,-,-,Administrador,Admin
44670105,Chave combinada 9/16,1,11/07/2023,11:01,-,-,Administrador,Admin
44670104,Chave combinada 1/2,1,11/07/2023,11:01,-,-,Administrador,Admin
44827104,Adaptador 3/8 para 1/4,1,11/07/2023,11:01,-,-,Administrador,Admin
44801101,Adaptador 1/4 para 3/8,1,11/07/2023,11:01,-,-,Administrador,Admin
44806106,Soquete sextavado 1/4 - 11/32,1,11/07/2023,11:01,-,-,Administrador,Admin
44806105,Soquete sextavado 1/4 - 5/16,1,11/07/2023,11:01,-,-,Administrador,Admin
44806103,Soquete sextavado 1/4 - 1/4,1,11/07/2023,11:01,-,-,Administrador,Admin
44804104,Extensão 1/4 4,1,11/07/2023,11:01,-,-,Administrador,Admin
44670102,Chave combinada 3/8,1,11/07/2023,11:01,-,-,Administrador,Admin
44002126,Alicate diagonal corte rente p/ plastico 6,1,11/07/2023,11:01,-,-,Administrador,Admin
44003106,Alicate diagonal 6,1,11/07/2023,11:01,-,-,Administrador,Admin
44808108,Soquete sextavado longo 1/4 - 7/16,1,11/07/2023,11:01,-,-,Administrador,Admin
44808107,Soquete sextavado longo 1/4 - 3/8,1,11/07/2023,11:01,-,-,Administrador,Admin
44810109,Soquete estriado 1/4 - 1/2,1,11/07/2023,11:01,-,-,Administrador,Admin
44804100,Catraca 1/4 6,1,11/07/2023,11:01,-,-,Administrador,Admin
44130030,Chave de fenda ponta chata 6x100 - 1/4x4,1,11/07/2023,11:01,-,-,Administrador,Admin
44130030,Chave de fenda ponta chata 6x100 - 1/4x4,1,11/07/2023,11:01,-,-,Administrador,Admin
44135021,Chave de fenda ponta cruzada 5x100 - 3/16x4,1,11/07/2023,11:01,-,-,Administrador,Admin
44135031,Chave de fenda ponta cruzada 6x150 - 1/4x6,1,11/07/2023,11:01,-,-,Administrador,Admin
