referencia,descricao,gaveta,dataRetirada,horaRetirada,dataDevolucao,horaDevolucao,usuario,setor
44137001,"Chave de Fenda Toco Ponta Cruzada 5x38 mm (3/16x1.1/2"")",3,14/07/2023,14:00,14/07/2023,14:00,Tramontina Pro,Tramontina
44132001,"Chave de Fenda Ponta Chata 5x38 mm (3/16x1.1/2"")",3,14/07/2023,14:00,14/07/2023,14:00,Tramontina Pro,Tramontina
44135021,"Chave de Fenda Ponta Cruzada 5x100 mm (3/16x4"")",3,14/07/2023,14:00,14/07/2023,14:00,Tramontina Pro,Tramontina
44130030,"Chave de Fenda Ponta Chata 6x100 mm (1/4x4"")",3,14/07/2023,14:00,14/07/2023,14:01,Tramontina Pro,Tramontina
44135031,"Chave de Fenda Ponta Cruzada 6x150 mm (1/4x6"")",3,14/07/2023,14:00,14/07/2023,14:01,Tramontina Pro,Tramontina
44135033,"Chave de Fenda Ponta Cruzada 6x250 mm (1/4x10"")",3,14/07/2023,14:01,14/07/2023,14:01,Tramontina Pro,Tramontina
44135031,"Chave de Fenda Ponta Cruzada 6x150 mm (1/4x6"")",3,14/07/2023,14:01,14/07/2023,14:01,Tramontina Pro,Tramontina
44135021,"Chave de Fenda Ponta Cruzada 5x100 mm (3/16x4"")",3,14/07/2023,14:01,14/07/2023,14:02,Tramontina Pro,Tramontina
44676103,"Chave Meia-Lua 9/16x5/8""",4,14/07/2023,14:02,14/07/2023,14:02,Tramontina Pro,Tramontina
44636104,"Chave Poligonal Aberta 7/16x1/2""",4,14/07/2023,14:02,14/07/2023,14:02,Tramontina Pro,Tramontina
44636103,"Chave Poligonal Aberta 3/8x7/16"" ",4,14/07/2023,14:02,14/07/2023,14:02,Tramontina Pro,Tramontina
44634104,Chave Estrela com Catraca 12x13 mm,4,14/07/2023,14:02,14/07/2023,14:02,Tramontina Pro,Tramontina
44670103,"Chave Combinada 7/16""",4,14/07/2023,14:02,14/07/2023,14:03,Tramontina Pro,Tramontina
44670104,"Chave Combinada 1/2""",4,14/07/2023,14:02,14/07/2023,14:03,Tramontina Pro,Tramontina
44670105,"Chave Combinada 9/16""",4,14/07/2023,14:03,14/07/2023,14:03,Tramontina Pro,Tramontina
44670104,"Chave Combinada 1/2""",4,14/07/2023,14:03,14/07/2023,14:03,Tramontina Pro,Tramontina
44670106,"Chave Combinada 5/8""",4,14/07/2023,14:03,14/07/2023,14:03,Tramontina Pro,Tramontina
44670107,"Chave Combinada 11/16""",4,14/07/2023,14:03,14/07/2023,14:04,Tramontina Pro,Tramontina
44636104,"Chave Poligonal Aberta 7/16x1/2""",4,14/07/2023,14:04,14/07/2023,14:04,Tramontina Pro,Tramontina
44670111,"Chave Combinada 7/8""",4,14/07/2023,14:04,14/07/2023,14:04,Tramontina Pro,Tramontina
44620102,"Chave Fixa 1/2x9/16""",5,14/07/2023,14:04,14/07/2023,14:04,Tramontina Pro,Tramontina
44620103,"Chave Fixa 5/8x11/16""",5,14/07/2023,14:04,14/07/2023,14:05,Tramontina Pro,Tramontina
44620100,"Chave Fixa 1/4x5/16""",5,14/07/2023,14:05,14/07/2023,14:05,Tramontina Pro,Tramontina
44641103,"Chave com Catraca 4 Bocas 9/16""x5/8""x11/16""x3/4""",5,14/07/2023,14:05,14/07/2023,14:05,Tramontina Pro,Tramontina
44641101,"Chave com Catraca 4 Bocas 5/16""x3/8""x7/16""x1/2""",5,14/07/2023,14:05,14/07/2023,14:05,Tramontina Pro,Tramontina
44637101,Chave com Catraca 4 Bocas 8x9x10x11 mm,5,14/07/2023,14:05,14/07/2023,14:05,Tramontina Pro,Tramontina
44637103,Chave com Catraca 4 Bocas 12x13x14x15 mm,5,14/07/2023,14:05,14/07/2023,14:05,Tramontina Pro,Tramontina
44637104,Chave com Catraca 4 Bocas 13x15x17x19 mm,5,14/07/2023,14:05,14/07/2023,14:05,Tramontina Pro,Tramontina
44681117,Chave Combinada com Catraca 17 mm,5,14/07/2023,14:05,14/07/2023,14:06,Tramontina Pro,Tramontina
44652119,Chave Combinada com Catraca 19 mm,5,14/07/2023,14:06,14/07/2023,14:06,Tramontina Pro,Tramontina
44812107,"Soquete Ponta Hexagonal 7 mm - Encaixe 3/8""",6,14/07/2023,14:06,14/07/2023,14:06,Tramontina Pro,Tramontina
44812105,"Soquete Ponta Hexagonal 5 mm - Encaixe 3/8""",6,14/07/2023,14:06,14/07/2023,14:06,Tramontina Pro,Tramontina
44844145,"Soquete Ponta Trafix T45 - Encaixe 1/2""",6,14/07/2023,14:06,14/07/2023,14:06,Tramontina Pro,Tramontina
44845112,"Soquete Ponta Hexagonal 12 mm - Encaixe 1/2""",6,14/07/2023,14:06,14/07/2023,14:06,Tramontina Pro,Tramontina
44842108,"Soquete Ponta Chata Tamanho 8 - Encaixe 1/2""",6,14/07/2023,14:06,14/07/2023,14:07,Tramontina Pro,Tramontina
44843103,"Soquete Ponta Cruzada NR3 - Encaixe 1/2""",6,14/07/2023,14:07,14/07/2023,14:07,Tramontina Pro,Tramontina
44869109,"Soquete Estriado Longo 7/8"" - Encaixe 3/8""",6,14/07/2023,14:07,14/07/2023,14:07,Tramontina Pro,Tramontina
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,14/07/2023,14:07,14/07/2023,14:07,Tramontina Pro,Tramontina
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:07,14/07/2023,14:07,Tramontina Pro,Tramontina
44851113,"Soquete Xtractor Plus 13 mm - Encaixe 1/2""",6,14/07/2023,14:07,14/07/2023,14:07,Tramontina Pro,Tramontina
44811107,"Soquete Estriado 3/8"" - Encaixe 1/4""",6,14/07/2023,14:07,14/07/2023,14:07,Tramontina Pro,Tramontina
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:07,14/07/2023,14:08,Tramontina Pro,Tramontina
44826108,"Catraca 8"" - Encaixe 3/8""",6,14/07/2023,14:07,14/07/2023,14:08,Tramontina Pro,Tramontina
44804100,"Catraca 6"" - Encaixe 1/4""",6,14/07/2023,14:08,14/07/2023,14:09,Tramontina Pro,Tramontina
44844145,"Soquete Ponta Trafix T45 - Encaixe 1/2""",6,14/07/2023,14:09,14/07/2023,14:10,Tramontina Pro,Tramontina
44869109,"Soquete Estriado Longo 7/8"" - Encaixe 3/8""",6,14/07/2023,14:09,14/07/2023,14:10,Tramontina Pro,Tramontina
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,14/07/2023,14:09,14/07/2023,14:10,Tramontina Pro,Tramontina
44851113,"Soquete Xtractor Plus 13 mm - Encaixe 1/2""",6,14/07/2023,14:09,14/07/2023,14:10,Tramontina Pro,Tramontina
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:09,14/07/2023,14:10,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,14/07/2023,14:09,14/07/2023,14:11,Tramontina Pro,Tramontina
44838101,"Junta Universal - Encaixe 1/2""",6,14/07/2023,14:11,14/07/2023,14:11,Tramontina Pro,Tramontina
44804104,"Extensão 4"" - Encaixe 1/4""",6,14/07/2023,14:11,14/07/2023,14:11,Tramontina Pro,Tramontina
44841101,"Catraca - Encaixe 1/2""",6,14/07/2023,14:11,14/07/2023,14:12,Tramontina Pro,Tramontina
44845112,"Soquete Ponta Hexagonal 12 mm - Encaixe 1/2""",6,14/07/2023,14:12,14/07/2023,14:13,Tramontina Pro,Tramontina
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,14/07/2023,14:12,14/07/2023,14:13,Tramontina Pro,Tramontina
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:12,14/07/2023,14:13,Tramontina Pro,Tramontina
44851113,"Soquete Xtractor Plus 13 mm - Encaixe 1/2""",6,14/07/2023,14:12,14/07/2023,14:13,Tramontina Pro,Tramontina
44841102,"Catraca Telescópica Cabeça Flexível - Encaixe 1/2""",6,14/07/2023,14:12,14/07/2023,14:13,Tramontina Pro,Tramontina
44845112,"Soquete Ponta Hexagonal 12 mm - Encaixe 1/2""",6,14/07/2023,14:13,14/07/2023,14:13,Tramontina Pro,Tramontina
44841112,"Catraca Telescópica - Encaixe 1/2""",6,14/07/2023,14:13,14/07/2023,14:13,Tramontina Pro,Tramontina
44812105,"Soquete Ponta Hexagonal 5 mm - Encaixe 3/8""",6,14/07/2023,14:17,14/07/2023,14:17,Tramontina Pro,Tramontina
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:17,14/07/2023,14:17,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,14/07/2023,14:21,14/07/2023,14:21,Administrador,Admin
44844145,"Soquete Ponta Trafix T45 - Encaixe 1/2""",6,14/07/2023,14:22,14/07/2023,14:24,Administrador,Admin
44845112,"Soquete Ponta Hexagonal 12 mm - Encaixe 1/2""",6,14/07/2023,14:22,14/07/2023,14:24,Administrador,Admin
44842108,"Soquete Ponta Chata Tamanho 8 - Encaixe 1/2""",6,14/07/2023,14:22,14/07/2023,14:24,Administrador,Admin
44869109,"Soquete Estriado Longo 7/8"" - Encaixe 3/8""",6,14/07/2023,14:22,14/07/2023,14:24,Administrador,Admin
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,14/07/2023,14:22,14/07/2023,14:24,Administrador,Admin
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:22,14/07/2023,14:24,Administrador,Admin
44812105,"Soquete Ponta Hexagonal 5 mm - Encaixe 3/8""",6,14/07/2023,14:22,14/07/2023,14:24,Administrador,Admin
44869109,"Soquete Estriado Longo 7/8"" - Encaixe 3/8""",6,14/07/2023,14:24,14/07/2023,14:24,Administrador,Admin
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:24,14/07/2023,14:24,Administrador,Admin
44811107,"Soquete Estriado 3/8"" - Encaixe 1/4""",6,14/07/2023,14:24,14/07/2023,14:24,Administrador,Admin
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,14/07/2023,14:24,14/07/2023,14:24,Administrador,Admin
44851113,"Soquete Xtractor Plus 13 mm - Encaixe 1/2""",6,14/07/2023,14:24,14/07/2023,14:24,Administrador,Admin
44550303,Lanterna de LED Recarregável com Gancho Magnético,7,14/07/2023,14:25,14/07/2023,14:25,Administrador,Admin
44401207,Jogo de Chaves Hexagonais com Armação 7 Peças,7,14/07/2023,14:25,14/07/2023,14:25,Administrador,Admin
43158305,Trena Profissional Tramontina com Ponta Magnética 5 m,7,14/07/2023,14:25,14/07/2023,14:25,Administrador,Admin
44095501,Riscador Tipo Caneta,7,14/07/2023,14:25,14/07/2023,14:25,Administrador,Admin
44550302,Lanterna de LED Recarregável com Base Magnética,7,14/07/2023,14:25,14/07/2023,14:26,Administrador,Admin
00000001,Calculadora,7,14/07/2023,14:26,14/07/2023,14:26,Administrador,Admin
44036030,Mini Corta-Tubos - PVC e Cobre,7,14/07/2023,14:26,14/07/2023,14:26,Administrador,Admin
44051108,"Alicate Desencapador de Fios Automático 8""",7,14/07/2023,14:26,14/07/2023,14:26,Administrador,Admin
44033501,Faca Industrial,7,14/07/2023,14:26,14/07/2023,14:26,Administrador,Admin
44099150,Extensão Telescópica com Espelho Articulado 360°,8,14/07/2023,14:27,14/07/2023,14:27,Administrador,Admin
40673037,Martelo sem Retrocesso 500 g,8,14/07/2023,14:27,14/07/2023,14:27,Administrador,Admin
44512019,Cabeça Intercambiável Chave Estrela 19 mm - Encaixe 9x12,8,14/07/2023,14:27,14/07/2023,14:27,Administrador,Admin
44511019,Cabeça Intercambiável Chave Fixa 19 mm - Encaixe 9x12,8,14/07/2023,14:27,14/07/2023,14:28,Administrador,Admin
44515001,"Cabeça Intercambiável Chave Catraca 3/8"" - Encaixe 9x12",8,14/07/2023,14:28,14/07/2023,14:28,Administrador,Admin
44517019,Cabeça Intercambiável Chave Poligonal Aberta 19 mm - Encaixe 9x12,8,14/07/2023,14:28,14/07/2023,14:28,Administrador,Admin
44510202,Torquímetro de Estalo Intercambiável 20-100 N.m - Encaixe 9x12,8,14/07/2023,14:28,14/07/2023,14:28,Administrador,Admin
40670032,Martelo de Borda em Poliuretano 30 mm,8,14/07/2023,14:28,14/07/2023,14:28,Administrador,Admin
40673037,Martelo sem Retrocesso 500 g,8,14/07/2023,14:28,14/07/2023,14:28,Administrador,Admin
44634104,Chave Estrela com Catraca 12x13 mm,4,14/07/2023,14:33,14/07/2023,14:33,Administrador,Admin
44670105,"Chave Combinada 9/16""",4,14/07/2023,14:34,14/07/2023,14:34,Administrador,Admin
44670107,"Chave Combinada 11/16""",4,14/07/2023,14:34,14/07/2023,14:34,Administrador,Admin
44670111,"Chave Combinada 7/8""",4,14/07/2023,14:34,14/07/2023,14:34,Administrador,Admin
44670106,"Chave Combinada 5/8""",4,14/07/2023,14:34,14/07/2023,14:34,Administrador,Admin
44869109,"Soquete Estriado Longo 7/8"" - Encaixe 3/8""",6,14/07/2023,14:39,14/07/2023,14:42,Administrador,Admin
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,14/07/2023,14:39,14/07/2023,14:42,Administrador,Admin
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,14:39,14/07/2023,14:42,Administrador,Admin
44851113,"Soquete Xtractor Plus 13 mm - Encaixe 1/2""",6,14/07/2023,14:39,14/07/2023,14:42,Administrador,Admin
44009107,"Alicate para Anéis Internos Curvo 7""",1,14/07/2023,14:53,14/07/2023,14:53,Tramontina Pro,Tramontina
44135031,"Chave de Fenda Ponta Cruzada 6x150 mm (1/4x6"")",3,14/07/2023,14:53,14/07/2023,14:54,Tramontina Pro,Tramontina
44095501,Riscador Tipo Caneta,7,14/07/2023,14:54,14/07/2023,14:54,Tramontina Pro,Tramontina
44812105,"Soquete Ponta Hexagonal 5 mm - Encaixe 3/8""",6,14/07/2023,16:44,14/07/2023,16:44,Tramontina Pro,Tramontina
44844145,"Soquete Ponta Trafix T45 - Encaixe 1/2""",6,14/07/2023,16:44,14/07/2023,16:44,Tramontina Pro,Tramontina
44812107,"Soquete Ponta Hexagonal 7 mm - Encaixe 3/8""",6,14/07/2023,16:44,14/07/2023,16:44,Tramontina Pro,Tramontina
44845112,"Soquete Ponta Hexagonal 12 mm - Encaixe 1/2""",6,14/07/2023,16:44,14/07/2023,16:44,Tramontina Pro,Tramontina
44842108,"Soquete Ponta Chata Tamanho 8 - Encaixe 1/2""",6,14/07/2023,16:44,14/07/2023,16:44,Tramontina Pro,Tramontina
44843103,"Soquete Ponta Cruzada NR3 - Encaixe 1/2""",6,14/07/2023,16:44,14/07/2023,16:44,Tramontina Pro,Tramontina
44869109,"Soquete Estriado Longo 7/8"" - Encaixe 3/8""",6,14/07/2023,16:44,14/07/2023,16:44,Tramontina Pro,Tramontina
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,14/07/2023,16:44,14/07/2023,16:45,Tramontina Pro,Tramontina
44851117,"Soquete Xtractor Plus 17 mm - Encaixe 1/2""",6,14/07/2023,16:44,14/07/2023,16:45,Tramontina Pro,Tramontina
44811107,"Soquete Estriado 3/8"" - Encaixe 1/4""",6,14/07/2023,16:44,14/07/2023,16:45,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,14/07/2023,16:45,14/07/2023,16:45,Tramontina Pro,Tramontina
44851113,"Soquete Xtractor Plus 13 mm - Encaixe 1/2""",6,14/07/2023,16:44,14/07/2023,16:45,Tramontina Pro,Tramontina
44636104,"Chave Poligonal Aberta 7/16x1/2""",4,14/07/2023,16:48,14/07/2023,16:49,Tramontina Pro,Tramontina
44670103,"Chave Combinada 7/16""",4,14/07/2023,16:49,14/07/2023,16:49,Tramontina Pro,Tramontina
44681117,Chave Combinada com Catraca 17 mm,5,14/07/2023,16:50,14/07/2023,16:50,Tramontina Pro,Tramontina
44620100,"Chave Fixa 1/4x5/16""",5,14/07/2023,16:50,14/07/2023,16:50,Tramontina Pro,Tramontina
44620100,"Chave Fixa 1/4x5/16""",5,14/07/2023,16:51,14/07/2023,16:51,Tramontina Pro,Tramontina
44637103,Chave com Catraca 4 Bocas 12x13x14x15 mm,5,17/07/2023,7:18,17/07/2023,7:19,Administrador,Admin
44620102,"Chave Fixa 1/2x9/16""",5,17/07/2023,7:19,17/07/2023,7:19,Administrador,Admin
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,7:19,17/07/2023,7:20,Administrador,Admin
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,7:23,17/07/2023,7:23,Administrador,Admin
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,7:24,17/07/2023,7:24,Administrador,Admin
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,7:26,17/07/2023,7:26,Administrador,Admin
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,7:27,17/07/2023,7:27,Administrador,Admin
44812107,"Soquete Ponta Hexagonal 7 mm - Encaixe 3/8""",6,17/07/2023,7:30,17/07/2023,7:30,Administrador,Admin
44838101,"Junta Universal - Encaixe 1/2""",6,17/07/2023,7:31,17/07/2023,7:32,Administrador,Admin
44841101,"Catraca - Encaixe 1/2""",6,17/07/2023,7:32,17/07/2023,7:32,Administrador,Admin
44804104,"Extensão 4"" - Encaixe 1/4""",6,17/07/2023,7:33,17/07/2023,7:33,Administrador,Admin
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,17/07/2023,7:33,17/07/2023,7:34,Administrador,Admin
44052901,Chave de Fenda Ponta Trafix 8,3,17/07/2023,7:37,17/07/2023,7:37,Administrador,Admin
44670111,"Chave Combinada 7/8""",4,17/07/2023,7:39,17/07/2023,7:39,Administrador,Admin
44634104,Chave Estrela com Catraca 12x13 mm,4,17/07/2023,7:39,17/07/2023,7:39,Administrador,Admin
44670105,"Chave Combinada 9/16""",4,17/07/2023,7:39,17/07/2023,7:39,Administrador,Admin
44670106,"Chave Combinada 5/8""",4,17/07/2023,7:39,17/07/2023,7:39,Administrador,Admin
44634104,Chave Estrela com Catraca 12x13 mm,4,17/07/2023,7:40,17/07/2023,7:40,Administrador,Admin
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,7:41,17/07/2023,7:42,Administrador,Admin
00000001,Calculadora,7,17/07/2023,7:44,17/07/2023,7:44,Administrador,Admin
44550303,Lanterna de LED Recarregável com Gancho Magnético,7,17/07/2023,7:44,17/07/2023,7:44,Administrador,Admin
44033501,Faca Industrial,7,17/07/2023,7:44,17/07/2023,7:44,Administrador,Admin
44051108,"Alicate Desencapador de Fios Automático 8""",7,17/07/2023,7:44,17/07/2023,7:45,Administrador,Admin
44036030,Mini Corta-Tubos - PVC e Cobre,7,17/07/2023,7:45,17/07/2023,7:45,Administrador,Admin
44676103,"Chave Meia-Lua 9/16x5/8""",4,17/07/2023,8:50,17/07/2023,8:50,Tramontina Pro,Tramontina
44620102,"Chave Fixa 1/2x9/16""",5,17/07/2023,8:51,17/07/2023,8:51,Tramontina Pro,Tramontina
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,8:51,17/07/2023,8:51,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:53,17/07/2023,8:53,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:53,17/07/2023,8:53,Tramontina Pro,Tramontina
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,17/07/2023,8:54,17/07/2023,8:54,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:56,17/07/2023,8:57,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:57,17/07/2023,8:57,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:58,17/07/2023,8:58,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:59,17/07/2023,9:03,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,9:03,17/07/2023,9:04,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,9:04,17/07/2023,9:05,Tramontina Pro,Tramontina
44004183,"Alicate Meia Cana - Bico Longo Reto Isolado 1.000 V 8""",1,17/07/2023,9:05,17/07/2023,9:06,Tramontina Pro,Tramontina
00000001,Calculadora,7,17/07/2023,9:34,17/07/2023,9:35,Tramontina Pro,Tramontina
44095501,Riscador Tipo Caneta,7,17/07/2023,9:35,17/07/2023,9:36,Tramontina Pro,Tramontina
43158305,Trena Profissional Tramontina com Ponta Magnética 5 m,7,17/07/2023,9:35,17/07/2023,9:36,Tramontina Pro,Tramontina
44095501,Riscador Tipo Caneta,7,17/07/2023,10:38,17/07/2023,10:40,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:42,17/07/2023,10:42,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:43,17/07/2023,10:43,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:43,17/07/2023,10:44,Administrador,Admin
44550303,Lanterna de LED Recarregável com Gancho Magnético,7,17/07/2023,10:44,17/07/2023,10:44,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:44,17/07/2023,10:45,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:45,17/07/2023,10:45,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:45,17/07/2023,11:07,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,11:08,17/07/2023,11:08,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,11:08,17/07/2023,11:08,Administrador,Admin
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,11:09,17/07/2023,11:09,Administrador,Admin
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,11:10,17/07/2023,11:10,Administrador,Admin
